trial,Pos.,Neu.,Neg.,Summary
boys T25,0.269,0.644,0.087,0.4497
boys T26,0.12,0.651,0.229,-0.2924
boys T27,0.0,1.0,0.0,0.0
boys T28,0.0,1.0,0.0,0.0
boys T29,0.0,1.0,0.0,0.0
boys T30,0.0,1.0,0.0,0.0
boys T31,0.329,0.671,0.0,0.6597
boys T32,0.0,0.845,0.155,-0.296
boys T33,0.39,0.492,0.117,0.802
boys T34,0.0,1.0,0.0,0.0
boys T35,0.385,0.615,0.0,0.6124
boys T36,0.092,0.769,0.139,-0.3167
boys T37,0.256,0.651,0.094,0.6115
boys T38,0.0,1.0,0.0,0.0
boys T39,0.262,0.492,0.246,0.0516
boys T40,0.109,0.739,0.152,-0.25
boys T41,0.0,1.0,0.0,0.0
boys T42,0.0,0.786,0.214,-0.5994
boys T43,0.193,0.583,0.223,-0.208
boys T44,0.0,0.761,0.239,-0.765
boys T45,0.153,0.847,0.0,0.4019
boys T46,0.086,0.914,0.0,0.128
boys T47,0.355,0.645,0.0,0.5106
boys T48,0.22,0.591,0.188,0.1531
boys T49,0.0,1.0,0.0,0.0
boys T50,0.25,0.75,0.0,0.4588
boys T51,0.144,0.602,0.255,-0.5267
boys T52,0.213,0.787,0.0,0.4019
boys T53,0.0,1.0,0.0,0.0
boys T54,0.198,0.679,0.123,0.3418
boys T55,0.0,0.759,0.241,-0.5812
boys T56,0.339,0.661,0.0,0.6249
boys T57,0.184,0.816,0.0,0.5574
boys T58,0.296,0.704,0.0,0.8126
boys T59,0.0,1.0,0.0,0.0
boys T60,0.0,1.0,0.0,0.0
boys T61,0.0,1.0,0.0,0.0
boys T62,0.0,1.0,0.0,0.0
boys T63,0.0,1.0,0.0,0.0
boys T64,0.403,0.597,0.0,0.8442
boys T65,0.0,1.0,0.0,0.0
boys T66,0.674,0.326,0.0,0.926
boys T67,0.195,0.703,0.102,0.296
boys T68,0.0,1.0,0.0,0.0
boys T69,0.0,0.575,0.425,-0.5719
boys T70,0.567,0.433,0.0,0.8345
boys T71,0.0,1.0,0.0,0.0
boys T72,0.211,0.789,0.0,0.6808
boys T73,0.151,0.716,0.133,0.3309
boys T74,0.099,0.901,0.0,0.296
boys T75,0.339,0.661,0.0,0.802
boys T76,0.0,1.0,0.0,0.0
boys T77,0.0,1.0,0.0,0.0
boys T78,0.208,0.667,0.125,0.25
boys T79,0.0,0.888,0.112,-0.34
boys T80,0.39,0.61,0.0,0.8074
boys T81,0.663,0.337,0.0,0.8345
boys T82,0.0,1.0,0.0,0.0
boys T83,0.0,1.0,0.0,0.0
boys T84,0.0,1.0,0.0,0.0
boys T85,0.0,1.0,0.0,0.0
boys T86,0.231,0.769,0.0,0.5994
boys T87,0.328,0.672,0.0,0.5994
boys T88,0.0,1.0,0.0,0.0
boys T89,0.0,1.0,0.0,0.0
boys T90,0.0,0.879,0.121,-0.296
boys T91,0.0,0.334,0.666,-0.7177
boys T92,0.0,1.0,0.0,0.0
boys T93,0.0,1.0,0.0,0.0
boys T94,0.0,1.0,0.0,0.0
boys T95,0.255,0.745,0.0,0.34
boys T96,0.0,1.0,0.0,0.0
boys T97,0.552,0.448,0.0,0.7125
boys T98,0.0,1.0,0.0,0.0
boys T99,0.0,1.0,0.0,0.0
boys T100,0.0,1.0,0.0,0.0
boys T101,0.0,0.707,0.293,-0.7003
boys T102,0.298,0.702,0.0,0.6249
boys T103,0.74,0.26,0.0,0.8599
boys T104,0.0,1.0,0.0,0.0
boys T105,0.366,0.634,0.0,0.8689
boys T106,0.204,0.796,0.0,0.6249
boys T107,0.0,1.0,0.0,0.0
boys T108,0.372,0.628,0.0,0.8074
boys T109,0.0,1.0,0.0,0.0
boys T110,0.156,0.694,0.15,0.0258
boys T111,0.0,1.0,0.0,0.0
boys T112,0.441,0.559,0.0,0.743
boys T113,0.0,1.0,0.0,0.0
boys T114,0.104,0.76,0.136,0.0516
boys T115,0.296,0.704,0.0,0.6369
boys T116,0.182,0.818,0.0,0.4404
boys T117,0.253,0.659,0.088,0.5789
boys T118,0.0,0.87,0.13,-0.4585
boys T119,0.0,1.0,0.0,0.0
boys T120,0.0,0.843,0.157,-0.0772
boys T121,0.231,0.769,0.0,0.34
boys T122,0.744,0.256,0.0,0.4404
boys T123,0.138,0.75,0.113,0.1027
boys T124,0.0,0.791,0.209,-0.3899
boys T125,0.136,0.864,0.0,0.4588
boys T126,0.0,1.0,0.0,0.0
boys T127,0.512,0.488,0.0,0.6369
boys T128,0.0,0.0,0.0,0.0
boys T129,0.118,0.882,0.0,0.25
boys T130,0.178,0.822,0.0,0.0772
boys T131,0.381,0.619,0.0,0.5719
boys T132,0.0,1.0,0.0,0.0
boys T133,0.163,0.62,0.217,-0.1779
boys T134,0.085,0.915,0.0,0.0772
boys T135,0.0,0.919,0.081,-0.128
boys T136,0.101,0.899,0.0,0.2023
boys T137,0.481,0.519,0.0,0.5719
boys T138,0.0,1.0,0.0,0.0
boys T139,0.312,0.688,0.0,0.7089
boys T140,0.0,1.0,0.0,0.0
boys T141,0.216,0.784,0.0,0.5927
boys T142,0.0,1.0,0.0,0.0
boys T143,0.0,0.66,0.34,-0.7717
boys T144,0.0,1.0,0.0,0.0
boys T145,0.0,1.0,0.0,0.0
boys T146,0.0,1.0,0.0,0.0
boys T147,0.143,0.652,0.205,-0.5979
boys T148,0.0,1.0,0.0,0.0
boys T149,0.0,1.0,0.0,0.0
boys T150,0.0,0.828,0.172,-0.4019
boys T151,0.406,0.594,0.0,0.6988
boys T152,0.375,0.625,0.0,0.7783
boys T153,0.0,0.72,0.28,-0.5423
boys T154,0.408,0.442,0.15,0.765
boys T155,0.0,0.753,0.247,-0.3182
boys T156,0.0,0.905,0.095,-0.2263
boys T157,0.484,0.516,0.0,0.8851
boys T158,0.102,0.898,0.0,0.3612
boys T159,0.0,1.0,0.0,0.0
boys T160,0.0,1.0,0.0,0.0
boys T161,0.156,0.844,0.0,0.5719
boys T162,0.0,0.645,0.355,-0.5106
boys T163,0.0,1.0,0.0,0.0
boys T164,0.0,1.0,0.0,0.0
boys T165,0.0,1.0,0.0,0.0
boys T166,0.0,0.694,0.306,-0.296
boys T167,0.0,1.0,0.0,0.0
boys T168,0.139,0.861,0.0,0.4404
boys T169,0.171,0.829,0.0,0.5719
boys T170,0.172,0.828,0.0,0.3612
boys T171,0.0,1.0,0.0,0.0
boys T172,0.124,0.796,0.08,0.2263
boys T173,0.143,0.714,0.143,0.0005
boys T174,0.0,1.0,0.0,0.0
boys T175,0.22,0.78,0.0,0.5859
boys T176,0.0,1.0,0.0,0.0
boys T177,0.0,1.0,0.0,0.0
boys T178,0.0,1.0,0.0,0.0
boys T179,0.224,0.776,0.0,0.5994
boys T180,0.0,1.0,0.0,0.0
boys T181,0.0,1.0,0.0,0.0
boys T182,0.286,0.714,0.0,0.4215
boys T183,0.241,0.759,0.0,0.6597
boys T184,0.0,1.0,0.0,0.0
boys T185,0.0,1.0,0.0,0.0
boys T186,0.0,0.831,0.169,-0.3052
boys T187,0.228,0.709,0.063,0.7351
boys T188,0.0,1.0,0.0,0.0
boys T189,0.0,0.896,0.104,-0.296
boys T190,0.677,0.323,0.0,0.6369
boys T191,0.0,0.845,0.155,-0.296
boys T192,0.0,1.0,0.0,0.0
boys T193,0.133,0.867,0.0,0.3182
boys T194,0.0,1.0,0.0,0.0
boys T195,0.149,0.851,0.0,0.2732
boys T196,0.0,1.0,0.0,0.0
boys T197,0.0,0.931,0.069,-0.1027
boys T198,0.0,1.0,0.0,0.0
boys T199,0.0,1.0,0.0,0.0
boys T0,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T1,0.128,0.872,0.0,0.4215
Neil deGrasse Tyson T2,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T3,0.0,0.625,0.375,-0.5574
Neil deGrasse Tyson T4,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T5,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T6,0.099,0.901,0.0,0.0258
Neil deGrasse Tyson T7,0.401,0.599,0.0,0.8271
Neil deGrasse Tyson T8,0.223,0.777,0.0,0.3182
Neil deGrasse Tyson T9,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T10,0.214,0.786,0.0,0.4588
Neil deGrasse Tyson T11,0.0,0.943,0.057,-0.0387
Neil deGrasse Tyson T12,0.107,0.714,0.179,-0.34
Neil deGrasse Tyson T13,0.259,0.741,0.0,0.6369
Neil deGrasse Tyson T14,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T15,0.251,0.749,0.0,0.6908
Neil deGrasse Tyson T16,0.163,0.837,0.0,0.4019
Neil deGrasse Tyson T17,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T18,0.0,0.766,0.234,-0.7096
Neil deGrasse Tyson T19,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T20,0.204,0.796,0.0,0.6249
Neil deGrasse Tyson T21,0.0,0.0,0.0,0.0
Neil deGrasse Tyson T22,0.0,0.566,0.434,-0.7845
Neil deGrasse Tyson T23,0.237,0.763,0.0,0.6476
Neil deGrasse Tyson T24,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T25,0.0,0.786,0.214,-0.4585
Neil deGrasse Tyson T26,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T27,0.107,0.893,0.0,0.2023
Neil deGrasse Tyson T28,0.0,0.818,0.182,-0.6124
Neil deGrasse Tyson T29,0.0,0.713,0.287,-0.8338
Neil deGrasse Tyson T30,0.0,0.674,0.326,-0.4404
Neil deGrasse Tyson T31,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T32,0.0,0.896,0.104,-0.296
Neil deGrasse Tyson T33,0.329,0.671,0.0,0.8338
Neil deGrasse Tyson T34,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T35,0.298,0.516,0.187,0.2023
Neil deGrasse Tyson T36,0.169,0.831,0.0,0.431
Neil deGrasse Tyson T37,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T38,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T39,0.333,0.667,0.0,0.8176
Neil deGrasse Tyson T40,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T41,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T42,0.0,0.806,0.194,-0.0516
Neil deGrasse Tyson T43,0.095,0.733,0.172,-0.2023
Neil deGrasse Tyson T44,0.0,0.855,0.145,-0.296
Neil deGrasse Tyson T45,0.0,0.885,0.115,-0.296
Neil deGrasse Tyson T46,0.0,0.846,0.154,-0.4767
Neil deGrasse Tyson T47,0.0,0.818,0.182,-0.25
Neil deGrasse Tyson T48,0.191,0.728,0.081,0.4386
Neil deGrasse Tyson T49,0.238,0.762,0.0,0.3612
Neil deGrasse Tyson T50,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T51,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T52,0.0,0.901,0.099,-0.296
Neil deGrasse Tyson T53,0.132,0.755,0.113,0.1027
Neil deGrasse Tyson T54,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T55,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T56,0.0,0.896,0.104,-0.296
Neil deGrasse Tyson T57,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T58,0.099,0.7,0.202,-0.5423
Neil deGrasse Tyson T59,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T60,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T61,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T62,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T63,0.076,0.643,0.281,-0.7279
Neil deGrasse Tyson T64,0.144,0.783,0.074,0.3832
Neil deGrasse Tyson T65,0.139,0.743,0.119,0.1027
Neil deGrasse Tyson T66,0.327,0.673,0.0,0.5927
Neil deGrasse Tyson T67,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T68,0.0,0.814,0.186,-0.1531
Neil deGrasse Tyson T69,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T70,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T71,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T72,0.192,0.808,0.0,0.4215
Neil deGrasse Tyson T73,0.252,0.748,0.0,0.5242
Neil deGrasse Tyson T74,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T75,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T76,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T77,0.461,0.539,0.0,0.7717
Neil deGrasse Tyson T78,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T79,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T80,0.0,0.792,0.208,-0.4389
Neil deGrasse Tyson T81,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T82,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T83,0.333,0.667,0.0,0.7906
Neil deGrasse Tyson T84,0.0,0.64,0.36,-0.6705
Neil deGrasse Tyson T85,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T86,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T87,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T88,0.229,0.678,0.093,0.528
Neil deGrasse Tyson T89,0.0,0.478,0.522,-0.9538
Neil deGrasse Tyson T90,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T91,0.0,0.534,0.466,-0.9201
Neil deGrasse Tyson T92,0.064,0.515,0.421,-0.8519
Neil deGrasse Tyson T93,0.276,0.724,0.0,0.6369
Neil deGrasse Tyson T94,0.118,0.882,0.0,0.25
Neil deGrasse Tyson T95,0.0,0.556,0.444,-0.9186
Neil deGrasse Tyson T96,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T97,0.139,0.743,0.119,0.1027
Neil deGrasse Tyson T98,0.0,0.909,0.091,-0.296
Neil deGrasse Tyson T99,0.095,0.905,0.0,0.25
Neil deGrasse Tyson T100,0.222,0.691,0.087,0.5719
Neil deGrasse Tyson T101,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T102,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T103,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T104,0.081,0.919,0.0,0.128
Neil deGrasse Tyson T105,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T106,0.2,0.8,0.0,0.4588
Neil deGrasse Tyson T107,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T108,0.312,0.541,0.147,0.5994
Neil deGrasse Tyson T109,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T110,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T111,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T112,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T113,0.15,0.85,0.0,0.4588
Neil deGrasse Tyson T114,0.0,0.455,0.545,-0.5574
Neil deGrasse Tyson T115,0.385,0.615,0.0,0.3612
Neil deGrasse Tyson T116,0.155,0.651,0.194,-0.0561
Neil deGrasse Tyson T117,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T118,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T119,0.2,0.8,0.0,0.25
Neil deGrasse Tyson T120,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T121,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T122,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T123,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T124,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T125,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T126,0.146,0.854,0.0,0.4404
Neil deGrasse Tyson T127,0.165,0.835,0.0,0.4522
Neil deGrasse Tyson T128,0.0,0.827,0.173,-0.5267
Neil deGrasse Tyson T129,0.202,0.798,0.0,0.5106
Neil deGrasse Tyson T130,0.163,0.837,0.0,0.4019
Neil deGrasse Tyson T131,0.195,0.805,0.0,0.4404
Neil deGrasse Tyson T132,0.197,0.803,0.0,0.4019
Neil deGrasse Tyson T133,0.152,0.669,0.178,-0.1111
Neil deGrasse Tyson T134,0.0,0.471,0.529,-0.8402
Neil deGrasse Tyson T135,0.223,0.777,0.0,0.5106
Neil deGrasse Tyson T136,0.146,0.854,0.0,0.34
Neil deGrasse Tyson T137,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T138,0.0,0.864,0.136,-0.296
Neil deGrasse Tyson T139,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T140,0.0,0.818,0.182,-0.4404
Neil deGrasse Tyson T141,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T142,0.167,0.833,0.0,0.4588
Neil deGrasse Tyson T143,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T144,0.265,0.735,0.0,0.6597
Neil deGrasse Tyson T145,0.0,0.859,0.141,-0.3182
Neil deGrasse Tyson T146,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T147,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T148,0.216,0.784,0.0,0.5106
Neil deGrasse Tyson T149,0.25,0.75,0.0,0.7184
Neil deGrasse Tyson T150,0.135,0.865,0.0,0.4215
Neil deGrasse Tyson T151,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T152,0.302,0.465,0.233,0.2263
Neil deGrasse Tyson T153,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T154,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T155,0.09,0.601,0.309,-0.6643
Neil deGrasse Tyson T156,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T157,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T158,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T159,0.135,0.865,0.0,0.3612
Neil deGrasse Tyson T160,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T161,0.0,0.857,0.143,-0.3612
Neil deGrasse Tyson T162,0.219,0.781,0.0,0.6369
Neil deGrasse Tyson T163,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T164,0.0,0.776,0.224,-0.3818
Neil deGrasse Tyson T165,0.0,0.606,0.394,-0.886
Neil deGrasse Tyson T166,0.0,0.603,0.397,-0.9042
Neil deGrasse Tyson T167,0.0,0.685,0.315,-0.4976
Neil deGrasse Tyson T168,0.0,0.687,0.313,-0.8074
Neil deGrasse Tyson T169,0.064,0.478,0.459,-0.9246
Neil deGrasse Tyson T170,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T171,0.0,0.89,0.11,-0.3818
Neil deGrasse Tyson T172,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T173,0.214,0.786,0.0,0.25
Neil deGrasse Tyson T174,0.131,0.822,0.047,0.4703
Neil deGrasse Tyson T175,0.228,0.692,0.08,0.6204
Neil deGrasse Tyson T176,0.0,0.778,0.222,-0.6908
Neil deGrasse Tyson T177,0.0,0.64,0.36,-0.8074
Neil deGrasse Tyson T178,0.339,0.661,0.0,0.7343
Neil deGrasse Tyson T179,0.128,0.872,0.0,0.3612
Neil deGrasse Tyson T180,0.0,0.885,0.115,-0.296
Neil deGrasse Tyson T181,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T182,0.108,0.739,0.153,-0.2263
Neil deGrasse Tyson T183,0.179,0.432,0.389,-0.743
Neil deGrasse Tyson T184,0.34,0.66,0.0,0.802
Neil deGrasse Tyson T185,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T186,0.098,0.586,0.316,-0.765
Neil deGrasse Tyson T187,0.15,0.797,0.053,0.4703
Neil deGrasse Tyson T188,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T189,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T190,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T191,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T192,0.0,0.0,0.0,0.0
Neil deGrasse Tyson T193,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T194,0.14,0.7,0.16,-0.1027
Neil deGrasse Tyson T195,0.316,0.613,0.071,0.8225
Neil deGrasse Tyson T196,0.106,0.792,0.103,0.0129
Neil deGrasse Tyson T197,0.0,0.649,0.351,-0.6597
Neil deGrasse Tyson T198,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T199,0.201,0.799,0.0,0.5478
Neil deGrasse Tyson T0,0.0,1.0,0.0,0.0
