trial,Pos.,Neu.,Neg.,Summary
dudes T15,0.0,1.0,0.0,0.0
dudes T16,0.0,1.0,0.0,0.0
dudes T17,0.0,0.707,0.293,-0.3595
dudes T18,0.319,0.681,0.0,0.7264
dudes T19,0.0,0.859,0.141,-0.3535
dudes T20,0.159,0.724,0.117,0.1877
dudes T21,0.0,1.0,0.0,0.0
dudes T22,0.0,0.855,0.145,-0.296
dudes T23,0.0,0.766,0.234,-0.7096
dudes T24,0.0,0.708,0.292,-0.5106
dudes T25,0.141,0.799,0.06,0.4785
dudes T26,0.167,0.641,0.192,-0.1531
dudes T27,0.0,1.0,0.0,0.0
dudes T28,0.0,1.0,0.0,0.0
dudes T29,0.217,0.581,0.202,0.128
dudes T30,0.0,1.0,0.0,0.0
dudes T31,0.114,0.78,0.106,0.0423
dudes T32,0.0,0.804,0.196,-0.296
dudes T33,0.0,1.0,0.0,0.0
dudes T34,0.0,0.408,0.592,-0.4404
dudes T35,0.0,1.0,0.0,0.0
dudes T36,0.0,1.0,0.0,0.0
dudes T37,0.0,1.0,0.0,0.0
dudes T38,0.075,0.659,0.266,-0.7506
dudes T39,0.281,0.719,0.0,0.2263
dudes T40,0.231,0.769,0.0,0.6597
dudes T41,0.345,0.655,0.0,0.6988
dudes T42,0.069,0.8,0.131,-0.4033
dudes T43,0.0,0.769,0.231,-0.6597
dudes T44,0.0,0.577,0.423,-0.296
dudes T45,0.184,0.742,0.074,0.5229
dudes T46,0.0,1.0,0.0,0.0
dudes T47,0.126,0.556,0.318,-0.5859
dudes T48,0.0,1.0,0.0,0.0
dudes T49,0.0,1.0,0.0,0.0
dudes T50,0.261,0.599,0.14,0.4648
dudes T51,0.0,1.0,0.0,0.0
dudes T52,0.0,0.577,0.423,-0.296
dudes T53,0.0,1.0,0.0,0.0
dudes T54,0.13,0.559,0.311,-0.4404
dudes T55,0.0,0.492,0.508,-0.4767
dudes T56,0.244,0.756,0.0,0.6369
dudes T57,0.253,0.747,0.0,0.7269
dudes T58,0.25,0.616,0.134,0.296
dudes T59,0.0,1.0,0.0,0.0
dudes T60,0.156,0.757,0.088,0.3832
dudes T61,0.0,1.0,0.0,0.0
dudes T62,0.162,0.838,0.0,0.4404
dudes T63,0.0,1.0,0.0,0.0
dudes T64,0.0,0.856,0.144,-0.4939
dudes T65,0.0,1.0,0.0,0.0
dudes T66,0.274,0.726,0.0,0.6858
dudes T67,0.266,0.734,0.0,0.7096
dudes T68,0.077,0.923,0.0,0.1695
dudes T69,0.0,1.0,0.0,0.0
dudes T70,0.104,0.827,0.068,0.25
dudes T71,0.0,1.0,0.0,0.0
dudes T72,0.114,0.743,0.144,-0.1531
dudes T73,0.0,1.0,0.0,0.0
dudes T74,0.38,0.62,0.0,0.5994
dudes T75,0.0,0.476,0.524,-0.296
dudes T76,0.185,0.815,0.0,0.3612
dudes T77,0.141,0.859,0.0,0.3182
dudes T78,0.0,1.0,0.0,0.0
dudes T79,0.0,1.0,0.0,0.0
dudes T80,0.29,0.629,0.081,0.7906
dudes T81,0.0,0.689,0.311,-0.607
dudes T82,0.0,0.87,0.13,-0.3071
dudes T83,0.39,0.61,0.0,0.4927
dudes T84,0.438,0.562,0.0,0.5994
dudes T85,0.299,0.551,0.15,0.4398
dudes T86,0.0,1.0,0.0,0.0
dudes T87,0.0,0.829,0.171,-0.5423
dudes T88,0.174,0.826,0.0,0.4939
dudes T89,0.0,0.845,0.155,-0.296
dudes T90,0.236,0.764,0.0,0.5719
dudes T91,0.259,0.741,0.0,0.6369
dudes T92,0.0,0.753,0.247,-0.802
dudes T93,0.186,0.814,0.0,0.6249
dudes T94,0.153,0.693,0.153,0.0
dudes T95,0.583,0.417,0.0,0.6369
dudes T96,0.189,0.811,0.0,0.4215
dudes T97,0.0,1.0,0.0,0.0
dudes T98,0.0,1.0,0.0,0.0
dudes T99,0.106,0.894,0.0,0.1695
dudes T100,0.0,1.0,0.0,0.0
dudes T101,0.0,1.0,0.0,0.0
dudes T102,0.149,0.714,0.137,0.0516
dudes T103,0.0,0.928,0.072,-0.1779
dudes T104,0.0,1.0,0.0,0.0
dudes T105,0.477,0.523,0.0,0.802
dudes T106,0.0,0.879,0.121,-0.296
dudes T107,0.0,1.0,0.0,0.0
dudes T108,0.0,1.0,0.0,0.0
dudes T109,0.111,0.533,0.356,-0.7579
dudes T110,0.099,0.901,0.0,0.2724
dudes T111,0.0,1.0,0.0,0.0
dudes T112,0.103,0.897,0.0,0.345
dudes T113,0.0,0.702,0.298,-0.802
dudes T114,0.0,1.0,0.0,0.0
dudes T115,0.0,1.0,0.0,0.0
dudes T116,0.272,0.543,0.185,0.2023
dudes T117,0.0,0.896,0.104,-0.296
dudes T118,0.18,0.437,0.383,-0.5719
dudes T119,0.0,1.0,0.0,0.0
dudes T120,0.0,0.601,0.399,-0.2484
dudes T121,0.0,0.716,0.284,-0.775
dudes T122,0.583,0.417,0.0,0.6369
dudes T123,0.196,0.804,0.0,0.5994
dudes T124,0.371,0.629,0.0,0.8256
dudes T125,0.0,1.0,0.0,0.0
dudes T126,0.0,0.865,0.135,-0.1027
dudes T127,0.345,0.36,0.294,-0.0387
dudes T128,0.0,1.0,0.0,0.0
dudes T129,0.0,0.822,0.178,-0.3818
dudes T130,0.0,1.0,0.0,0.0
dudes T131,0.208,0.792,0.0,0.6124
dudes T132,0.0,0.901,0.099,-0.296
dudes T133,0.0,1.0,0.0,0.0
dudes T134,0.0,1.0,0.0,0.0
dudes T135,0.179,0.821,0.0,0.34
dudes T136,0.0,0.707,0.293,-0.7837
dudes T137,0.0,0.865,0.135,-0.1027
dudes T138,0.0,0.737,0.263,-0.6908
dudes T139,0.0,1.0,0.0,0.0
dudes T140,0.0,0.694,0.306,-0.296
dudes T141,0.0,0.761,0.239,-0.296
dudes T142,0.084,0.836,0.08,0.0258
dudes T143,0.263,0.737,0.0,0.6124
dudes T144,0.0,1.0,0.0,0.0
dudes T145,0.064,0.936,0.0,0.0258
dudes T146,0.169,0.731,0.1,0.3612
dudes T147,0.089,0.78,0.131,-0.296
dudes T148,0.0,1.0,0.0,0.0
dudes T149,0.27,0.73,0.0,0.743
dudes T150,0.2,0.8,0.0,0.3612
dudes T151,0.149,0.774,0.077,0.296
dudes T152,0.229,0.472,0.3,-0.3612
dudes T153,0.0,1.0,0.0,0.0
dudes T154,0.0,0.672,0.328,-0.5267
dudes T155,0.0,0.837,0.163,-0.5106
dudes T156,0.0,0.915,0.085,-0.1027
dudes T157,0.0,1.0,0.0,0.0
dudes T158,0.167,0.71,0.123,0.2617
dudes T159,0.0,0.833,0.167,-0.296
dudes T160,0.0,1.0,0.0,0.0
dudes T161,0.0,0.732,0.268,-0.296
dudes T162,0.0,1.0,0.0,0.0
dudes T163,0.189,0.811,0.0,0.6369
dudes T164,0.0,0.536,0.464,-0.3818
dudes T165,0.0,1.0,0.0,0.0
dudes T166,0.067,0.933,0.0,0.0772
dudes T167,0.0,0.583,0.417,-0.5106
dudes T168,0.295,0.421,0.284,0.0258
dudes T169,0.0,0.845,0.155,-0.296
dudes T170,0.0,1.0,0.0,0.0
dudes T171,0.0,0.868,0.132,-0.4648
dudes T172,0.0,1.0,0.0,0.0
dudes T173,0.0,1.0,0.0,0.0
dudes T174,0.152,0.703,0.145,0.0516
dudes T175,0.098,0.902,0.0,0.0772
dudes T176,0.0,1.0,0.0,0.0
dudes T177,0.492,0.508,0.0,0.4404
dudes T178,0.0,1.0,0.0,0.0
dudes T179,0.6,0.4,0.0,0.6696
dudes T180,0.0,0.515,0.485,-0.765
dudes T181,0.0,1.0,0.0,0.0
dudes T182,0.272,0.535,0.193,0.126
dudes T183,0.327,0.546,0.127,0.5974
dudes T184,0.43,0.57,0.0,0.9062
dudes T185,0.143,0.857,0.0,0.3612
dudes T186,0.167,0.833,0.0,0.4939
dudes T187,0.0,1.0,0.0,0.0
dudes T188,0.145,0.743,0.112,0.1609
dudes T189,0.0,1.0,0.0,0.0
dudes T190,0.07,0.782,0.148,-0.4545
dudes T191,0.0,0.941,0.059,-0.0516
dudes T192,0.142,0.756,0.102,0.2263
dudes T193,0.353,0.647,0.0,0.7104
dudes T194,0.208,0.792,0.0,0.6369
dudes T195,0.0,1.0,0.0,0.0
dudes T196,0.333,0.667,0.0,0.3612
dudes T197,0.0,1.0,0.0,0.0
dudes T198,0.0,1.0,0.0,0.0
dudes T199,0.206,0.794,0.0,0.5972
dudes T0,0.0,0.885,0.115,-0.296
boys T1,0.246,0.754,0.0,0.5994
boys T2,0.152,0.848,0.0,0.3612
boys T3,0.275,0.725,0.0,0.7351
boys T4,0.172,0.828,0.0,0.4497
boys T5,0.192,0.808,0.0,0.4215
boys T6,0.208,0.792,0.0,0.6369
boys T7,0.0,1.0,0.0,0.0
boys T8,0.17,0.502,0.328,-0.6249
boys T9,0.0,1.0,0.0,0.0
boys T10,0.0,0.672,0.328,-0.6597
boys T11,0.0,1.0,0.0,0.0
boys T12,0.0,0.864,0.136,-0.4576
boys T13,0.63,0.37,0.0,0.5267
boys T14,0.0,1.0,0.0,0.0
boys T15,0.176,0.824,0.0,0.4576
boys T16,0.0,1.0,0.0,0.0
boys T17,0.0,1.0,0.0,0.0
boys T18,0.384,0.616,0.0,0.6808
boys T19,0.0,1.0,0.0,0.0
boys T20,0.0,0.732,0.268,-0.6685
boys T21,0.0,1.0,0.0,0.0
boys T22,0.0,1.0,0.0,0.0
boys T23,0.146,0.854,0.0,0.4404
boys T24,0.265,0.735,0.0,0.7579
