trial,Pos.,Neu.,Neg.,Summary
women T81,0.183,0.47,0.347,-0.5413
women T82,0.167,0.833,0.0,0.3818
women T83,0.0,1.0,0.0,0.0
women T84,0.544,0.456,0.0,0.81
women T85,0.0,1.0,0.0,0.0
women T86,0.0,1.0,0.0,0.0
women T87,0.0,0.856,0.144,-0.4019
women T88,0.0,0.696,0.304,-0.6774
women T89,0.137,0.863,0.0,0.4019
women T90,0.281,0.648,0.072,0.7035
women T91,0.064,0.665,0.271,-0.6072
women T92,0.583,0.417,0.0,0.6369
women T93,0.515,0.485,0.0,0.8143
women T94,0.0,0.833,0.167,-0.3818
women T95,0.0,1.0,0.0,0.0
women T96,0.302,0.698,0.0,0.6369
women T97,0.482,0.518,0.0,0.4201
women T98,0.0,0.724,0.276,-0.4939
women T99,0.172,0.828,0.0,0.3612
women T100,0.194,0.587,0.219,-0.163
women T101,0.121,0.879,0.0,0.296
women T102,0.0,0.618,0.382,-0.8415
women T103,0.167,0.833,0.0,0.5267
women T104,0.0,1.0,0.0,0.0
women T105,0.073,0.55,0.377,-0.8728
women T106,0.545,0.455,0.0,0.5574
women T107,0.152,0.66,0.188,-0.1779
women T108,0.219,0.781,0.0,0.6369
women T109,0.113,0.538,0.349,-0.6597
women T110,0.144,0.71,0.147,-0.0173
women T111,0.0,1.0,0.0,0.0
women T112,0.496,0.504,0.0,0.7845
women T113,0.17,0.83,0.0,0.5106
women T114,0.174,0.826,0.0,0.2263
women T115,0.0,0.916,0.084,-0.296
women T116,0.146,0.854,0.0,0.4404
women T117,0.0,1.0,0.0,0.0
women T118,0.0,1.0,0.0,0.0
women T119,0.194,0.704,0.102,0.3818
women T120,0.0,0.628,0.372,-0.7269
women T121,0.613,0.387,0.0,0.9666
women T122,0.0,0.815,0.185,-0.5106
women T123,0.0,0.849,0.151,-0.4939
women T124,0.0,0.0,0.0,0.0
women T125,0.0,1.0,0.0,0.0
women T126,0.0,1.0,0.0,0.0
women T127,0.0,0.721,0.279,-0.6996
women T128,0.105,0.59,0.305,-0.7269
women T129,0.0,0.632,0.368,-0.7901
women T130,0.0,0.902,0.098,-0.3612
women T131,0.122,0.878,0.0,0.2023
women T132,0.0,1.0,0.0,0.0
women T133,0.0,1.0,0.0,0.0
women T134,0.0,1.0,0.0,0.0
women T135,0.0,0.822,0.178,-0.5994
women T136,0.0,0.929,0.071,-0.1531
women T137,0.619,0.381,0.0,0.7579
women T138,0.561,0.439,0.0,0.7506
women T139,0.34,0.66,0.0,0.8503
women T140,0.0,0.769,0.231,-0.6908
women T141,0.0,0.843,0.157,-0.4201
women T142,0.608,0.392,0.0,0.8301
women T143,0.0,1.0,0.0,0.0
women T144,0.255,0.745,0.0,0.7579
women T145,0.08,0.92,0.0,0.0772
women T146,0.271,0.729,0.0,0.6369
women T147,0.225,0.775,0.0,0.4939
women T148,0.195,0.805,0.0,0.5256
women T149,0.337,0.616,0.046,0.8203
women T150,0.135,0.865,0.0,0.1689
women T151,0.118,0.672,0.21,-0.296
women T152,0.205,0.594,0.201,0.0258
women T153,0.261,0.641,0.098,0.4215
women T154,0.275,0.725,0.0,0.5719
women T155,0.093,0.907,0.0,0.1901
women T156,0.0,1.0,0.0,0.0
women T157,0.0,0.777,0.223,-0.5106
women T158,0.0,1.0,0.0,0.0
women T159,0.136,0.448,0.416,-0.7378
women T160,0.0,1.0,0.0,0.0
women T161,0.643,0.357,0.0,0.5574
women T162,0.0,0.73,0.27,-0.7425
women T163,0.0,0.829,0.171,-0.4767
women T164,0.114,0.711,0.175,-0.3167
women T165,0.0,0.625,0.375,-0.802
women T166,0.0,0.718,0.282,-0.7096
women T167,0.0,1.0,0.0,0.0
women T168,0.181,0.602,0.218,0.0516
women T169,0.064,0.936,0.0,0.0572
women T170,0.0,0.577,0.423,-0.5267
women T171,0.0,1.0,0.0,0.0
women T172,0.0,0.918,0.082,-0.2411
women T173,0.0,0.868,0.132,-0.4404
women T174,0.0,1.0,0.0,0.0
women T175,0.0,1.0,0.0,0.0
women T176,0.0,0.677,0.323,-0.8225
women T177,0.178,0.822,0.0,0.0772
women T178,0.0,1.0,0.0,0.0
women T179,0.19,0.81,0.0,0.5095
women T180,0.0,1.0,0.0,0.0
women T181,0.119,0.722,0.159,-0.2732
women T182,0.0,1.0,0.0,0.0
women T183,0.0,0.57,0.43,-0.7783
women T184,0.16,0.84,0.0,0.2716
women T185,0.0,0.478,0.522,-0.9349
women T186,0.0,0.762,0.238,-0.6124
women T187,0.079,0.835,0.086,-0.0387
women T188,0.0,0.0,0.0,0.0
women T189,0.0,0.879,0.121,-0.296
women T190,0.0,1.0,0.0,0.0
women T191,0.0,0.861,0.139,-0.2732
women T192,0.0,0.645,0.355,-0.5106
women T193,0.42,0.58,0.0,0.8902
women T194,0.281,0.562,0.157,0.2732
women T195,0.292,0.708,0.0,0.7906
women T196,0.0,0.806,0.194,-0.5574
women T197,0.191,0.329,0.48,-0.6597
women T198,0.208,0.792,0.0,0.6705
women T199,0.0,1.0,0.0,0.0
women T0,0.0,0.238,0.762,-0.4939
feminism T1,0.0,1.0,0.0,0.0
feminism T2,0.143,0.857,0.0,0.25
feminism T3,0.0,0.884,0.116,-0.2411
feminism T4,0.113,0.887,0.0,0.3182
feminism T5,0.0,0.833,0.167,-0.5267
feminism T6,0.0,0.843,0.157,-0.4201
feminism T7,0.354,0.646,0.0,0.7125
feminism T8,0.0,1.0,0.0,0.0
feminism T9,0.216,0.784,0.0,0.5106
feminism T10,0.0,1.0,0.0,0.0
feminism T11,0.0,1.0,0.0,0.0
feminism T12,0.113,0.628,0.259,-0.5423
feminism T13,0.159,0.701,0.14,0.0772
feminism T14,0.253,0.505,0.242,0.0258
feminism T15,0.422,0.578,0.0,0.658
feminism T16,0.0,0.618,0.382,-0.8825
feminism T17,0.101,0.789,0.11,-0.0516
feminism T18,0.0,0.766,0.234,-0.6369
feminism T19,0.0,1.0,0.0,0.0
feminism T20,0.099,0.762,0.139,-0.1867
feminism T21,0.0,1.0,0.0,0.0
feminism T22,0.0,1.0,0.0,0.0
feminism T23,0.352,0.648,0.0,0.765
feminism T24,0.0,0.876,0.124,-0.34
feminism T25,0.0,0.843,0.157,-0.4201
feminism T26,0.0,1.0,0.0,0.0
feminism T27,0.0,1.0,0.0,0.0
feminism T28,0.0,0.627,0.373,-0.8591
feminism T29,0.0,1.0,0.0,0.0
feminism T30,0.0,1.0,0.0,0.0
feminism T31,0.0,0.858,0.142,-0.4572
feminism T32,0.161,0.696,0.143,-0.1441
feminism T33,0.113,0.766,0.122,-0.0516
feminism T34,0.196,0.804,0.0,0.631
feminism T35,0.057,0.786,0.157,-0.5106
feminism T36,0.0,1.0,0.0,0.0
feminism T37,0.272,0.662,0.066,0.6537
feminism T38,0.174,0.826,0.0,0.4588
feminism T39,0.375,0.625,0.0,0.8625
feminism T40,0.0,1.0,0.0,0.0
feminism T41,0.364,0.636,0.0,0.7906
feminism T42,0.0,1.0,0.0,0.0
feminism T43,0.115,0.885,0.0,0.0772
feminism T44,0.213,0.787,0.0,0.5027
feminism T45,0.0,0.913,0.087,-0.0387
feminism T46,0.0,1.0,0.0,0.0
feminism T47,0.138,0.862,0.0,0.34
feminism T48,0.0,0.904,0.096,-0.2023
feminism T49,0.0,1.0,0.0,0.0
feminism T50,0.124,0.743,0.133,-0.046
feminism T51,0.677,0.323,0.0,0.6369
feminism T52,0.128,0.872,0.0,0.3612
feminism T53,0.0,0.869,0.131,-0.4606
feminism T54,0.103,0.801,0.096,0.046
feminism T55,0.0,1.0,0.0,0.0
feminism T56,0.0,1.0,0.0,0.0
feminism T57,0.0,0.566,0.434,-0.6808
feminism T58,0.079,0.842,0.079,0.0027
feminism T59,0.163,0.623,0.214,-0.0772
feminism T60,0.0,0.744,0.256,-0.4767
feminism T61,0.088,0.534,0.378,-0.8451
feminism T62,0.0,0.882,0.118,-0.34
feminism T63,0.0,0.769,0.231,-0.5994
feminism T64,0.0,1.0,0.0,0.0
feminism T65,0.155,0.845,0.0,0.296
feminism T66,0.097,0.753,0.15,-0.2484
feminism T67,0.0,1.0,0.0,0.0
feminism T68,0.055,0.766,0.179,-0.5994
feminism T69,0.0,1.0,0.0,0.0
feminism T70,0.256,0.744,0.0,0.6757
feminism T71,0.158,0.698,0.144,0.0772
feminism T72,0.18,0.82,0.0,0.5096
feminism T73,0.0,1.0,0.0,0.0
feminism T74,0.0,1.0,0.0,0.0
feminism T75,0.0,1.0,0.0,0.0
feminism T76,0.0,1.0,0.0,0.0
feminism T77,0.133,0.758,0.109,0.128
feminism T78,0.259,0.741,0.0,0.5972
feminism T79,0.0,1.0,0.0,0.0
feminism T80,0.0,0.729,0.271,-0.7147
feminism T81,0.097,0.672,0.231,-0.4215
feminism T82,0.0,1.0,0.0,0.0
feminism T83,0.0,1.0,0.0,0.0
feminism T84,0.0,1.0,0.0,0.0
feminism T85,0.105,0.773,0.123,-0.1027
feminism T86,0.0,0.545,0.455,-0.3612
feminism T87,0.0,0.849,0.151,-0.4927
feminism T88,0.0,0.895,0.105,-0.25
feminism T89,0.108,0.522,0.369,-0.7906
feminism T90,0.0,0.825,0.175,-0.1761
feminism T91,0.0,1.0,0.0,0.0
feminism T92,0.0,1.0,0.0,0.0
feminism T93,0.144,0.856,0.0,0.4019
feminism T94,0.106,0.894,0.0,0.0772
feminism T95,0.218,0.782,0.0,0.5994
feminism T96,0.318,0.455,0.227,0.1027
feminism T97,0.0,1.0,0.0,0.0
feminism T98,0.0,1.0,0.0,0.0
feminism T99,0.0,1.0,0.0,0.0
feminism T100,0.251,0.749,0.0,0.5719
feminism T101,0.0,1.0,0.0,0.0
feminism T102,0.0,1.0,0.0,0.0
feminism T103,0.0,1.0,0.0,0.0
feminism T104,0.0,0.724,0.276,-0.6369
feminism T105,0.0,0.845,0.155,-0.296
feminism T106,0.0,1.0,0.0,0.0
feminism T107,0.0,1.0,0.0,0.0
feminism T108,0.0,0.69,0.31,-0.802
feminism T109,0.464,0.536,0.0,0.6369
feminism T110,0.208,0.792,0.0,0.2732
feminism T111,0.074,0.926,0.0,0.1511
feminism T112,0.054,0.792,0.154,-0.5267
feminism T113,0.144,0.616,0.24,-0.34
feminism T114,0.146,0.854,0.0,0.4404
feminism T115,0.0,1.0,0.0,0.0
feminism T116,0.202,0.798,0.0,0.5106
feminism T117,0.0,0.909,0.091,-0.1531
feminism T118,0.077,0.577,0.346,-0.7906
feminism T119,0.0,1.0,0.0,0.0
feminism T120,0.0,1.0,0.0,0.0
feminism T121,0.0,0.922,0.078,-0.1531
feminism T122,0.227,0.773,0.0,0.6124
feminism T123,0.0,0.864,0.136,-0.296
feminism T124,0.0,1.0,0.0,0.0
feminism T125,0.358,0.642,0.0,0.5994
feminism T126,0.0,0.881,0.119,-0.3182
feminism T127,0.122,0.878,0.0,0.3612
feminism T128,0.0,0.563,0.437,-0.4767
feminism T129,0.071,0.929,0.0,0.0772
feminism T130,0.358,0.642,0.0,0.5994
feminism T131,0.0,0.83,0.17,-0.5413
feminism T132,0.0,1.0,0.0,0.0
feminism T133,0.0,1.0,0.0,0.0
feminism T134,0.0,1.0,0.0,0.0
feminism T135,0.0,0.536,0.464,-0.9022
feminism T136,0.154,0.625,0.221,-0.2023
feminism T137,0.0,0.823,0.177,-0.6486
feminism T138,0.197,0.472,0.331,-0.1779
feminism T139,0.0,1.0,0.0,0.0
feminism T140,0.354,0.646,0.0,0.8519
feminism T141,0.0,0.889,0.111,-0.25
feminism T142,0.0,0.747,0.253,-0.6597
feminism T143,0.0,1.0,0.0,0.0
feminism T144,0.072,0.787,0.141,-0.128
feminism T145,0.0,0.74,0.26,-0.8122
feminism T146,0.314,0.686,0.0,0.7506
feminism T147,0.0,0.864,0.136,-0.296
feminism T148,0.142,0.789,0.068,0.34
feminism T149,0.0,0.931,0.069,-0.1761
feminism T150,0.315,0.562,0.124,0.5267
feminism T151,0.063,0.732,0.205,-0.5994
feminism T152,0.0,1.0,0.0,0.0
feminism T153,0.0,1.0,0.0,0.0
feminism T154,0.0,1.0,0.0,0.0
feminism T155,0.0,1.0,0.0,0.0
feminism T156,0.0,0.73,0.27,-0.5719
feminism T157,0.0,1.0,0.0,0.0
feminism T158,0.0,1.0,0.0,0.0
feminism T159,0.18,0.82,0.0,0.296
feminism T160,0.107,0.598,0.295,-0.5267
feminism T161,0.176,0.824,0.0,0.4939
feminism T162,0.0,1.0,0.0,0.0
feminism T163,0.0,1.0,0.0,0.0
feminism T164,0.0,1.0,0.0,0.0
feminism T165,0.0,1.0,0.0,0.0
feminism T166,0.446,0.357,0.196,0.4215
feminism T167,0.396,0.443,0.161,0.4919
feminism T168,0.432,0.568,0.0,0.5859
feminism T169,0.137,0.863,0.0,0.1391
feminism T170,0.176,0.762,0.062,0.5267
feminism T171,0.0,0.563,0.437,-0.4767
feminism T172,0.0,1.0,0.0,0.0
feminism T173,0.222,0.778,0.0,0.6115
feminism T174,0.0,1.0,0.0,0.0
feminism T175,0.0,1.0,0.0,0.0
feminism T176,0.0,1.0,0.0,0.0
feminism T177,0.0,1.0,0.0,0.0
feminism T178,0.157,0.843,0.0,0.3818
feminism T179,0.124,0.754,0.122,0.0152
feminism T180,0.064,0.69,0.246,-0.5719
feminism T181,0.086,0.914,0.0,0.1531
feminism T182,0.459,0.541,0.0,0.1779
feminism T183,0.0,1.0,0.0,0.0
feminism T184,0.0,0.753,0.247,-0.5574
feminism T185,0.042,0.485,0.472,-0.936
feminism T186,0.0,0.928,0.072,-0.1027
feminism T187,0.502,0.498,0.0,0.8779
feminism T188,0.118,0.631,0.251,-0.5244
feminism T189,0.0,1.0,0.0,0.0
feminism T190,0.125,0.75,0.125,0.0
feminism T191,0.142,0.858,0.0,0.5106
feminism T192,0.077,0.855,0.068,0.0516
feminism T193,0.0,0.748,0.252,-0.5719
feminism T194,0.0,1.0,0.0,0.0
feminism T195,0.0,1.0,0.0,0.0
feminism T196,0.0,1.0,0.0,0.0
feminism T197,0.162,0.57,0.268,-0.34
feminism T198,0.183,0.817,0.0,0.5859
feminism T199,0.244,0.756,0.0,0.6696
feminism T0,0.21,0.79,0.0,0.5848
ladies T1,0.319,0.681,0.0,0.5777
ladies T2,0.0,1.0,0.0,0.0
ladies T3,0.269,0.731,0.0,0.7184
ladies T4,0.0,1.0,0.0,0.0
ladies T5,0.12,0.88,0.0,0.3818
ladies T6,0.224,0.776,0.0,0.6369
ladies T7,0.0,1.0,0.0,0.0
ladies T8,0.12,0.599,0.281,-0.6486
ladies T9,0.429,0.571,0.0,0.7757
ladies T10,0.207,0.793,0.0,0.5267
ladies T11,0.375,0.625,0.0,0.6369
ladies T12,0.0,1.0,0.0,0.0
ladies T13,0.672,0.328,0.0,0.8481
ladies T14,0.438,0.562,0.0,0.872
ladies T15,0.196,0.804,0.0,0.5994
ladies T16,0.0,0.885,0.115,-0.3818
ladies T17,0.0,0.864,0.136,-0.296
ladies T18,0.202,0.721,0.077,0.5574
ladies T19,0.316,0.684,0.0,0.7184
ladies T20,0.0,1.0,0.0,0.0
ladies T21,0.715,0.285,0.0,0.9437
ladies T22,0.545,0.455,0.0,0.6989
ladies T23,0.218,0.782,0.0,0.3291
ladies T24,0.0,1.0,0.0,0.0
ladies T25,0.0,0.904,0.096,-0.1531
ladies T26,0.117,0.883,0.0,0.5106
ladies T27,0.0,1.0,0.0,0.0
ladies T28,0.279,0.721,0.0,0.4767
ladies T29,0.519,0.481,0.0,0.8209
ladies T30,0.0,1.0,0.0,0.0
ladies T31,0.0,1.0,0.0,0.0
ladies T32,0.235,0.7,0.066,0.6249
ladies T33,0.0,0.766,0.234,-0.6369
ladies T34,0.0,1.0,0.0,0.0
ladies T35,0.0,1.0,0.0,0.0
ladies T36,0.111,0.889,0.0,0.2492
ladies T37,0.0,0.808,0.192,-0.4199
ladies T38,0.0,1.0,0.0,0.0
ladies T39,0.352,0.599,0.049,0.8625
ladies T40,0.0,1.0,0.0,0.0
ladies T41,0.098,0.902,0.0,0.0772
ladies T42,0.328,0.672,0.0,0.6592
ladies T43,0.203,0.527,0.27,-0.2244
ladies T44,0.2,0.8,0.0,0.5023
ladies T45,0.538,0.462,0.0,0.7906
ladies T46,0.236,0.764,0.0,0.6059
ladies T47,0.128,0.679,0.192,-0.2815
ladies T48,0.0,1.0,0.0,0.0
ladies T49,0.0,1.0,0.0,0.0
ladies T50,0.333,0.667,0.0,0.3612
ladies T51,0.277,0.723,0.0,0.7579
ladies T52,0.577,0.423,0.0,0.6249
ladies T53,0.655,0.345,0.0,0.5859
ladies T54,0.389,0.611,0.0,0.7906
ladies T55,0.25,0.75,0.0,0.6523
ladies T56,0.559,0.441,0.0,0.5859
ladies T57,0.0,1.0,0.0,0.0
ladies T58,0.0,0.773,0.227,-0.6908
ladies T59,0.0,1.0,0.0,0.0
ladies T60,0.0,1.0,0.0,0.0
ladies T61,0.0,1.0,0.0,0.0
ladies T62,0.0,1.0,0.0,0.0
ladies T63,0.0,1.0,0.0,0.0
ladies T64,0.31,0.69,0.0,0.4019
ladies T65,0.443,0.557,0.0,0.8388
ladies T66,0.148,0.74,0.112,0.1754
ladies T67,0.385,0.615,0.0,0.8176
ladies T68,0.086,0.708,0.207,-0.4717
ladies T69,0.0,1.0,0.0,0.0
ladies T70,0.0,1.0,0.0,0.0
ladies T71,0.243,0.757,0.0,0.729
ladies T72,0.0,0.875,0.125,-0.347
ladies T73,0.583,0.417,0.0,0.4215
ladies T74,0.0,0.516,0.484,-0.8176
ladies T75,0.0,1.0,0.0,0.0
ladies T76,0.189,0.7,0.111,0.2263
ladies T77,0.122,0.878,0.0,0.3612
ladies T78,0.357,0.643,0.0,0.6124
ladies T79,0.0,1.0,0.0,0.0
ladies T80,0.342,0.658,0.0,0.6412
ladies T81,0.217,0.783,0.0,0.3612
ladies T82,0.439,0.561,0.0,0.8225
ladies T83,0.163,0.837,0.0,0.6249
ladies T84,0.0,1.0,0.0,0.0
ladies T85,0.0,1.0,0.0,0.0
ladies T86,0.0,1.0,0.0,0.0
ladies T87,0.218,0.782,0.0,0.6792
ladies T88,0.279,0.721,0.0,0.4767
ladies T89,0.599,0.401,0.0,0.8164
ladies T90,0.414,0.586,0.0,0.8309
ladies T91,0.0,1.0,0.0,0.0
ladies T92,0.433,0.567,0.0,0.7269
ladies T93,0.0,1.0,0.0,0.0
ladies T94,0.144,0.856,0.0,0.4019
ladies T95,0.0,1.0,0.0,0.0
ladies T96,0.244,0.756,0.0,0.4939
ladies T97,0.224,0.664,0.112,0.4033
ladies T98,0.063,0.645,0.292,-0.7498
ladies T99,0.115,0.885,0.0,0.296
ladies T100,0.0,1.0,0.0,0.0
ladies T101,0.0,1.0,0.0,0.0
ladies T102,0.0,0.879,0.121,-0.296
ladies T103,0.0,1.0,0.0,0.0
ladies T104,0.094,0.684,0.222,-0.3612
ladies T105,0.0,1.0,0.0,0.0
ladies T106,0.0,1.0,0.0,0.0
ladies T107,0.0,1.0,0.0,0.0
ladies T108,0.0,1.0,0.0,0.0
ladies T109,0.0,1.0,0.0,0.0
ladies T110,0.366,0.634,0.0,0.6369
ladies T111,0.0,1.0,0.0,0.0
ladies T112,0.215,0.785,0.0,0.2942
ladies T113,0.529,0.471,0.0,0.6688
ladies T114,0.161,0.839,0.0,0.3612
ladies T115,0.556,0.444,0.0,0.3612
ladies T116,0.0,1.0,0.0,0.0
ladies T117,0.0,1.0,0.0,0.0
ladies T118,0.192,0.808,0.0,0.6124
ladies T119,0.592,0.408,0.0,0.4404
ladies T120,0.412,0.588,0.0,0.4215
ladies T121,0.144,0.718,0.138,0.0258
ladies T122,0.0,1.0,0.0,0.0
ladies T123,0.0,0.681,0.319,-0.8176
ladies T124,0.0,1.0,0.0,0.0
ladies T125,0.0,1.0,0.0,0.0
ladies T126,0.338,0.662,0.0,0.6808
ladies T127,0.596,0.404,0.0,0.7096
ladies T128,0.0,0.866,0.134,-0.357
ladies T129,0.234,0.574,0.191,-0.0258
ladies T130,0.0,1.0,0.0,0.0
ladies T131,0.807,0.193,0.0,0.636
ladies T132,0.152,0.848,0.0,0.5256
ladies T133,0.095,0.701,0.205,-0.4838
ladies T134,0.508,0.492,0.0,0.4753
ladies T135,0.0,1.0,0.0,0.0
ladies T136,0.0,0.884,0.116,-0.4404
ladies T137,0.226,0.774,0.0,0.6588
ladies T138,0.188,0.364,0.448,-0.5106
ladies T139,0.0,1.0,0.0,0.0
ladies T140,0.257,0.743,0.0,0.4215
ladies T141,0.234,0.766,0.0,0.6705
ladies T142,0.435,0.565,0.0,0.8748
ladies T143,0.241,0.759,0.0,0.2263
ladies T144,0.0,1.0,0.0,0.0
ladies T145,0.0,0.885,0.115,-0.296
ladies T146,0.177,0.823,0.0,0.3953
ladies T147,0.0,1.0,0.0,0.0
ladies T148,0.0,1.0,0.0,0.0
ladies T149,0.111,0.889,0.0,0.3612
ladies T150,0.0,1.0,0.0,0.0
ladies T151,0.391,0.547,0.062,0.8555
ladies T152,0.258,0.674,0.067,0.5267
ladies T153,0.117,0.823,0.06,0.3699
ladies T154,0.058,0.942,0.0,0.0772
ladies T155,0.109,0.891,0.0,0.4019
ladies T156,0.126,0.874,0.0,0.0772
ladies T157,0.153,0.847,0.0,0.1154
ladies T158,0.0,1.0,0.0,0.0
ladies T159,0.399,0.601,0.0,0.807
ladies T160,0.27,0.73,0.0,0.7684
ladies T161,0.583,0.417,0.0,0.8126
ladies T162,0.0,1.0,0.0,0.0
ladies T163,0.0,1.0,0.0,0.0
ladies T164,0.106,0.651,0.243,-0.6124
ladies T165,0.0,1.0,0.0,0.0
ladies T166,0.701,0.299,0.0,0.6892
ladies T167,0.0,1.0,0.0,0.0
ladies T168,0.0,1.0,0.0,0.0
ladies T169,0.0,0.826,0.174,-0.6369
ladies T170,0.0,1.0,0.0,0.0
ladies T171,0.188,0.812,0.0,0.4995
ladies T172,0.0,1.0,0.0,0.0
ladies T173,0.0,0.673,0.327,-0.5267
ladies T174,0.0,1.0,0.0,0.0
ladies T175,0.0,0.879,0.121,-0.4404
ladies T176,0.0,1.0,0.0,0.0
ladies T177,0.0,1.0,0.0,0.0
ladies T178,0.0,1.0,0.0,0.0
ladies T179,0.104,0.717,0.179,-0.4389
ladies T180,0.143,0.741,0.116,0.128
ladies T181,0.0,1.0,0.0,0.0
ladies T182,0.0,1.0,0.0,0.0
ladies T183,0.0,1.0,0.0,0.0
ladies T184,0.853,0.147,0.0,0.969
ladies T185,0.0,1.0,0.0,0.0
ladies T186,0.135,0.696,0.17,0.0516
ladies T187,0.0,1.0,0.0,0.0
ladies T188,0.0,1.0,0.0,0.0
ladies T189,0.565,0.435,0.0,0.9391
ladies T190,0.0,1.0,0.0,0.0
ladies T191,0.268,0.732,0.0,0.765
ladies T192,0.175,0.712,0.113,0.3597
ladies T193,0.0,1.0,0.0,0.0
ladies T194,0.079,0.83,0.091,-0.0772
ladies T195,0.282,0.718,0.0,0.6705
ladies T196,0.091,0.909,0.0,0.3182
ladies T197,0.0,1.0,0.0,0.0
ladies T198,0.094,0.824,0.082,0.0772
ladies T199,0.0,0.852,0.148,-0.3818
ladies T0,0.286,0.714,0.0,0.802
girls T1,0.363,0.637,0.0,0.69
girls T2,0.0,1.0,0.0,0.0
girls T3,0.0,1.0,0.0,0.0
girls T4,0.0,1.0,0.0,0.0
girls T5,0.175,0.65,0.175,-0.0018
girls T6,0.252,0.748,0.0,0.4019
girls T7,0.274,0.422,0.304,0.1451
girls T8,0.492,0.508,0.0,0.4404
girls T9,0.0,0.763,0.237,-0.6808
girls T10,0.0,0.918,0.082,-0.1779
girls T11,0.0,1.0,0.0,0.0
girls T12,0.109,0.891,0.0,0.296
girls T13,0.216,0.784,0.0,0.6893
girls T14,0.0,1.0,0.0,0.0
girls T15,0.0,1.0,0.0,0.0
girls T16,0.37,0.63,0.0,0.6269
girls T17,0.11,0.684,0.205,-0.3612
girls T18,0.524,0.476,0.0,0.5267
girls T19,0.257,0.631,0.113,0.4927
girls T20,0.155,0.776,0.069,0.5165
girls T21,0.217,0.783,0.0,0.3612
girls T22,0.112,0.83,0.058,0.3177
girls T23,0.0,1.0,0.0,0.0
girls T24,0.107,0.671,0.222,-0.5052
girls T25,0.0,1.0,0.0,0.0
girls T26,0.583,0.417,0.0,0.6369
girls T27,0.0,0.889,0.111,-0.2484
girls T28,0.0,1.0,0.0,0.0
girls T29,0.0,1.0,0.0,0.0
