trial,Pos.,Neu.,Neg.,Summary
Neil deGrasse Tyson T119,0.172,0.552,0.276,-0.3612
Neil deGrasse Tyson T120,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T121,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T122,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T123,0.216,0.706,0.078,0.4438
Neil deGrasse Tyson T124,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T125,0.0,0.845,0.155,-0.296
Neil deGrasse Tyson T126,0.064,0.936,0.0,0.0258
Neil deGrasse Tyson T127,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T128,0.0,0.685,0.315,-0.7845
Neil deGrasse Tyson T129,0.126,0.874,0.0,0.3182
Neil deGrasse Tyson T130,0.157,0.843,0.0,0.0772
Neil deGrasse Tyson T131,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T132,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T133,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T134,0.099,0.901,0.0,0.296
Neil deGrasse Tyson T135,0.547,0.453,0.0,0.9512
Neil deGrasse Tyson T136,0.0,0.809,0.191,-0.3818
Neil deGrasse Tyson T137,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T138,0.0,0.87,0.13,-0.34
Neil deGrasse Tyson T139,0.11,0.793,0.097,0.0772
Neil deGrasse Tyson T140,0.241,0.759,0.0,0.6908
Neil deGrasse Tyson T141,0.0,0.869,0.131,-0.3412
Neil deGrasse Tyson T142,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T143,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T144,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T145,0.0,1.0,0.0,0.0
Neil deGrasse Tyson T146,0.477,0.523,0.0,0.8479
Neil deGrasse Tyson T147,0.0,1.0,0.0,0.0
hellomayuko T1,0.0,1.0,0.0,0.0
hellomayuko T2,0.0,1.0,0.0,0.0
hellomayuko T3,0.15,0.85,0.0,0.3182
hellomayuko T4,0.0,0.0,0.0,0.0
